-43.030287,-22.665031,Radar Fixo - 30 kmh@30
-44.058251,-19.945982,Radar Fixo - 30 kmh@30
-54.628774,-20.497442,Radar Fixo - 30 kmh@30
-54.646443,-20.496188,Radar Fixo - 30 kmh@30
-34.871705,-8.063943,Radar Fixo - 30 kmh@30
-44.091283,-19.908390,Radar Fixo - 30 kmh@30
-54.619417,-20.451511,Radar Fixo - 30 kmh@30
-54.638485,-20.458409,Radar Fixo - 30 kmh@30
-54.580523,-20.480856,Radar Fixo - 30 kmh@30
-46.522011,-23.690125,Radar Fixo - 30 kmh@30
-44.047347,-19.948011,Radar Fixo - 30 kmh@30
-46.549897,-23.120720,Radar Fixo - 30 kmh@30
-44.021044,-19.799916,Radar Fixo - 30 kmh@30
-46.499591,-23.635544,Radar Fixo - 30 kmh@30
-46.801232,-23.675005,Radar Fixo - 30 kmh@30
-46.801095,-23.674917,Radar Fixo - 30 kmh@30
-54.845016,-22.224371,Radar Fixo - 30 kmh@30
-44.021542,-19.800110,Radar Fixo - 30 kmh@30
-46.364075,-23.417301,Radar Fixo - 30 kmh@30
-55.746525,-22.485422,Radar Fixo - 30 kmh@30
-55.745158,-22.508533,Radar Fixo - 30 kmh@30
-55.743159,-22.511672,Radar Fixo - 30 kmh@30
-55.735652,-22.527329,Radar Fixo - 30 kmh@30
-55.735791,-22.527277,Radar Fixo - 30 kmh@30
-49.754945,-21.672168,Radar Fixo - 30 kmh@30
-48.388852,-1.354075,Radar Fixo - 30 kmh@30
-48.388911,-1.354027,Radar Fixo - 30 kmh@30
-47.225616,-23.095112,Radar Fixo - 30 kmh@30
-46.267249,-23.984341,Radar Fixo - 30 kmh@30
-47.771581,-15.906324,Radar Fixo - 30 kmh@30
-54.629657,-20.497649,Radar Fixo - 30 kmh@30
-44.029201,-19.933728,Radar Fixo - 30 kmh@30
-44.036632,-19.913412,Radar Fixo - 30 kmh@30
-44.028878,-19.933692,Radar Fixo - 30 kmh@30
-46.521836,-23.690430,Radar Fixo - 30 kmh@30
-44.079869,-19.918421,Radar Fixo - 30 kmh@30
-54.600853,-20.439554,Radar Fixo - 30 kmh@30
-41.947625,-18.894271,Radar Fixo - 30 kmh@30
-54.221031,-23.057247,Radar Fixo - 30 kmh@30
-47.776231,-15.896213,Radar Fixo - 30 kmh@30
-44.135817,-19.776204,Radar Fixo - 30 kmh@30
-44.135759,-19.776131,Radar Fixo - 30 kmh@30
-44.091334,-19.908787,Radar Fixo - 30 kmh@30
-46.499867,-23.635460,Radar Fixo - 30 kmh@30
-41.976031,-18.855122,Radar Fixo - 30 kmh@30
-54.645864,-20.496048,Radar Fixo - 30 kmh@30
-46.549949,-23.120663,Radar Fixo - 30 kmh@30
-43.806524,-20.601278,Radar Fixo - 30 kmh@30
-55.808107,-20.494463,Radar Fixo - 30 kmh@30
-55.734041,-22.526574,Radar Fixo - 30 kmh@30
-55.734007,-22.526814,Radar Fixo - 30 kmh@30
-53.024230,-26.147677,Radar Fixo - 30 kmh@30
-53.023910,-26.147777,Radar Fixo - 30 kmh@30
-55.722226,-22.531052,Radar Fixo - 30 kmh@30
-55.719206,-22.529282,Radar Fixo - 30 kmh@30
-43.507221,-21.554308,Radar Fixo - 30 kmh@30
-54.638845,-20.458292,Radar Fixo - 30 kmh@30
-54.645453,-20.476681,Radar Fixo - 30 kmh@30
-54.580610,-20.480974,Radar Fixo - 30 kmh@30
-55.169834,-21.617704,Radar Fixo - 30 kmh@30
-55.169827,-21.617581,Radar Fixo - 30 kmh@30
-47.317502,-22.964662,Radar Fixo - 30 kmh@30
-47.317522,-22.964539,Radar Fixo - 30 kmh@30
-47.317731,-22.960158,Radar Fixo - 30 kmh@30
-43.685795,-22.761730,Radar Fixo - 30 kmh@30
-43.507817,-21.548223,Radar Fixo - 30 kmh@30
-55.165324,-21.621275,Radar Fixo - 30 kmh@30
-50.924807,-17.790492,Radar Fixo - 30 kmh@30
-47.315595,-22.756335,Radar Fixo - 30 kmh@30
-41.946304,-18.889568,Radar Fixo - 30 kmh@30
-55.165394,-21.621083,Radar Fixo - 30 kmh@30
-55.161928,-21.626706,Radar Fixo - 30 kmh@30
-44.031363,-19.932228,Radar Fixo - 30 kmh@30
-54.223933,-22.262666,Radar Fixo - 30 kmh@30
-54.194972,-23.058688,Radar Fixo - 30 kmh@30
-54.208823,-23.065858,Radar Fixo - 30 kmh@30
-54.194411,-23.058276,Radar Fixo - 30 kmh@30
-54.208583,-23.065616,Radar Fixo - 30 kmh@30
-54.212613,-23.059327,Radar Fixo - 30 kmh@30
-46.847531,-23.648544,Radar Fixo - 30 kmh@30
-50.925110,-17.800271,Radar Fixo - 30 kmh@30
-55.168893,-21.630929,Radar Fixo - 30 kmh@30
-44.085359,-19.903828,Radar Fixo - 30 kmh@30
-44.086079,-19.903987,Radar Fixo - 30 kmh@30
-47.558963,-22.393421,Radar Fixo - 30 kmh@30
-55.804468,-20.479720,Radar Fixo - 30 kmh@30
-44.031274,-19.932285,Radar Fixo - 30 kmh@30
-47.550213,-22.397689,Radar Fixo - 30 kmh@30
-35.211066,-6.262783,Radar Fixo - 30 kmh@30
-35.211235,-6.262284,Radar Fixo - 30 kmh@30
-38.532745,-13.007504,Radar Fixo - 30 kmh@30
-54.579710,-20.550137,Radar Fixo - 30 kmh@30
-47.568122,-22.395876,Radar Fixo - 30 kmh@30
-46.351634,-23.956691,Radar Fixo - 30 kmh@30
-46.877467,-23.354453,Radar Fixo - 30 kmh@30
-47.582412,-22.434031,Radar Fixo - 30 kmh@30
-47.551371,-22.384566,Radar Fixo - 30 kmh@30
-44.036816,-19.920001,Radar Fixo - 30 kmh@30
-44.036895,-19.920001,Radar Fixo - 30 kmh@30
-38.532349,-13.008308,Radar Fixo - 30 kmh@30
-51.485823,-27.619201,Radar Fixo - 30 kmh@30
-46.524285,-23.723752,Radar Fixo - 30 kmh@30
-37.321012,-5.212471,Radar Fixo - 30 kmh@30
-37.325254,-5.216201,Radar Fixo - 30 kmh@30
-38.528342,-13.009073,Radar Fixo - 30 kmh@30
-38.532625,-13.003196,Radar Fixo - 30 kmh@30
-44.061664,-19.961787,Radar Fixo - 30 kmh@30
-46.984367,-23.040672,Radar Fixo - 30 kmh@30
-46.496045,-23.448847,Radar Fixo - 30 kmh@30
-38.528659,-13.009660,Radar Fixo - 30 kmh@30
-38.526993,-13.009433,Radar Fixo - 30 kmh@30
-55.723673,-22.525155,Radar Fixo - 30 kmh@30
-55.723493,-22.524911,Radar Fixo - 30 kmh@30
-55.159615,-21.620367,Radar Fixo - 30 kmh@30
-55.158821,-21.620859,Radar Fixo - 30 kmh@30
-53.944726,-26.917232,Radar Fixo - 30 kmh@30
-55.802958,-20.490591,Radar Fixo - 30 kmh@30
-55.810624,-20.494789,Radar Fixo - 30 kmh@30
-55.807081,-20.487500,Radar Fixo - 30 kmh@30
-44.010718,-19.797639,Radar Fixo - 30 kmh@30
-44.011209,-19.797570,Radar Fixo - 30 kmh@30
-53.367067,-29.746340,Radar Fixo - 30 kmh@30
-44.076617,-19.779591,Radar Fixo - 30 kmh@30
-47.550076,-22.395471,Radar Fixo - 30 kmh@30
-55.221895,-23.120273,Radar Fixo - 30 kmh@30
-55.221870,-23.120102,Radar Fixo - 30 kmh@30
-55.625616,-22.627553,Radar Fixo - 30 kmh@30
-42.183404,-20.196780,Radar Fixo - 30 kmh@30
-46.604873,-22.472184,Radar Fixo - 30 kmh@30
-46.912267,-23.175970,Radar Fixo - 30 kmh@30
-43.806249,-20.600740,Radar Fixo - 30 kmh@30
-47.536564,-1.334392,Radar Fixo - 30 kmh@30
-49.325996,-16.619728,Radar Fixo - 30 kmh@30
-49.325808,-16.619284,Radar Fixo - 30 kmh@30
-47.221435,-22.860771,Radar Fixo - 30 kmh@30
-47.221440,-22.860249,Radar Fixo - 30 kmh@30
-45.414167,-23.809720,Radar Fixo - 30 kmh@30
-45.413996,-23.809748,Radar Fixo - 30 kmh@30
-46.518010,-23.622867,Radar Fixo - 30 kmh@30
-46.774833,-23.611659,Radar Fixo - 30 kmh@30
-46.519812,-23.439245,Radar Fixo - 30 kmh@30
-46.519847,-23.439196,Radar Fixo - 30 kmh@30
-44.131106,-19.773073,Radar Fixo - 30 kmh@30
-45.443224,-23.708998,Radar Fixo - 30 kmh@30
-45.443080,-23.709046,Radar Fixo - 30 kmh@30
-45.441410,-22.928549,Radar Fixo - 30 kmh@30
-45.441391,-22.928333,Radar Fixo - 30 kmh@30
-46.937448,-23.604274,Radar Fixo - 30 kmh@30
-46.937461,-23.604184,Radar Fixo - 30 kmh@30
-44.098465,-19.931288,Radar Fixo - 30 kmh@30
-49.379750,-20.810419,Radar Fixo - 30 kmh@30
-45.653172,-23.777265,Radar Fixo - 30 kmh@30
-45.533835,-23.818011,Radar Fixo - 30 kmh@30
-54.197285,-23.069870,Radar Fixo - 30 kmh@30
-54.196816,-23.070378,Radar Fixo - 30 kmh@30
-54.199316,-23.054125,Radar Fixo - 30 kmh@30
-54.199275,-23.053555,Radar Fixo - 30 kmh@30
-41.710281,-3.930919,Radar Fixo - 40 kmh@40
-44.179910,-19.966273,Radar Fixo - 40 kmh@40
-36.489716,-8.923065,Radar Fixo - 40 kmh@40
-45.545532,-23.029438,Radar Fixo - 40 kmh@40
-51.182926,-29.176144,Radar Fixo - 40 kmh@40
